api_2gram,frequency
_memicmp->_vsnwprintf,1
_vsnwprintf->_errno,1
_errno->VerSetConditionMask,1
RtlVerifyVersionInfo->RtlVirtualUnwind,1
RtlCaptureContext->CharUpperW,1
LoadStringW->WNetAddConnection2W,1
WNetCancelConnection2W->WNetGetLastErrorW,1
WNetGetLastErrorW->FreeAddrInfoW,1
FreeAddrInfoW->WSAStartup,1
GetAddrInfoW->WSACleanup,1
WSACleanup->GetNameInfoW,1
GetNameInfoW->StrChrIW,1
StrChrW->StrStrW,1
StrStrW->StrStrIW,1
StrStrIW->GetFileVersionInfoExW,1
GetFileVersionInfoSizeExW->VerQueryValueW,1
GetUserNameExW->NetApiBufferFree,1
NetApiBufferFree->NetServerGetInfo,1
?GetAppUIName@WAppSkinSettingData@@QEAA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@XZ->BOXIDGetCopyrightInfo,1
BOXIDGetCopyrightInfo->?GetFireBallImagePath@WAppSkinSettingData@@QEAA_NAEAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z,1
?GetFireBallImagePath@WAppSkinSettingData@@QEAA_NAEAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z->?CreateSilentEvent@IGLB_UILanguage@@SAPEAXXZ,1
?CreateSilentEvent@IGLB_UILanguage@@SAPEAXXZ->?GetSplashScreenImagePath@WAppSkinSettingData@@QEAA_NAEAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z,1
?GetSplashScreenImagePath@WAppSkinSettingData@@QEAA_NAEAV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@@Z->GdipCreateFromHDC,1
GdipCreateFromHDC->GdipDrawImageRectI,1
GdipDrawImageRectI->GdipCloneImage,1
GdipCloneImage->GdipGetImageWidth,1
GdipGetImageHeight->GdipCreateBitmapFromFile,1
GdipCreateBitmapFromFile->GdiplusStartup,1
GdiplusShutdown->GdipDisposeImage,1
GdipFree->GdipDeleteGraphics,1
GdipDeleteGraphics->?GetProcessFileName@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEAUHINSTANCE__@@@Z,1
?GetProcessFileName@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEAUHINSTANCE__@@@Z->??1CommandLine@CrlUtils@@QEAA@XZ,1
?GetFolderName@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEB_W@Z->?GetFileName@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEB_W@Z,1
?GetFileName@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEB_W@Z->?Combine@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEB_W0@Z,1
?Combine@Path@SystemIO@@YA?AV?$CStringT@_WV?$StrTraitMFC_DLL@_WV?$ChTraitsCRT@_W@ATL@@@@@ATL@@PEB_W0@Z->?SetCommandLine@CommandLine@CrlUtils@@QEAAXPEB_W_N@Z,1
?SetCommandLine@CommandLine@CrlUtils@@QEAAXPEB_W_N@Z->_CxxThrowException,1
__CxxFrameHandler3->__crtSetUnhandledExceptionFilter,1
?_type_info_dtor_internal_method@type_info@@QEAAXXZ->__crtCapturePreviousContext,1
wcsncpy->_purecall,1
memcpy->GetUserDefaultLCID,1
GetUserDefaultLCID->HeapAlloc,1
GetProcessHeap->InitializeCriticalSectionEx,1
GetLastError->DecodePointer,1
DecodePointer->DeleteCriticalSection,1
SetLastError->GetSystemTimeAsFileTime,1
GetACP->GetCurrentThreadId,1
CreateEventW->ReleaseActCtx,1
ReleaseActCtx->FreeLibrary,1
DeactivateActCtx->UpdateLayeredWindow,1
UpdateLayeredWindow->GetWindowRect,1
GetWindowRect->LoadCursorW,1
AdjustWindowRect->GetParent,1
GetParent->ReleaseDC,1
ReleaseDC->CopyRect,1
CopyRect->SetRect,1
SystemParametersInfoW->GetDC,1
GetDC->SetWindowTextW,1
GetClientRect->EndDialog,1
InvalidateRect->UpdateWindow,1
CreateDialogParamW->GetSystemMetrics,1
EnableWindow->PostThreadMessageW,1
GetMessageW->IsWindow,1
IsWindow->GetSysColor,1
GetSysColor->DdeUnaccessData,1
DdeUnaccessData->DdeAccessData,1
DdeAccessData->DdeCmpStringHandles,1
DdeCmpStringHandles->DdeUninitialize,1
PeekMessageW->DdeNameService,1
DdeInitializeW->SelectObject,1
SetTextColor->TextOutW,1
DeleteObject->RestoreDC,1
CreateDIBSection->GetDeviceCaps,1
GetDeviceCaps->GetTextMetricsW,1
CreateFontIndirectW->CreatePalette,1
CreatePalette->StretchDIBits,1
RectVisible->SetTextAlign,1
SetTextAlign->SetBkColor,1
CreateSolidBrush->GetStockObject,1
GetTextFaceW->AlphaBlend,1
CoUninitialize->?_Xbad_alloc@std@@YAXXZ,1
?_Xout_of_range@std@@YAXPEBD@Z->?_Winerror_map@std@@YAPEBDH@Z,1
gnutls_alert_get_name->gnutls_alert_send,1
gnutls_alert_send->gnutls_alert_send_appropriate,1
gnutls_alert_send_appropriate->gnutls_alpn_get_selected_protocol,1
gnutls_alpn_get_selected_protocol->gnutls_anon_allocate_server_credentials,1
gnutls_anon_allocate_server_credentials->gnutls_anon_set_server_params_function,1
gnutls_anon_set_server_params_function->gnutls_auth_get_type,1
gnutls_certificate_get_peers->gnutls_certificate_server_set_request,1
gnutls_certificate_server_set_request->gnutls_certificate_set_ocsp_status_request_file,1
gnutls_certificate_set_ocsp_status_request_file->gnutls_certificate_set_openpgp_key_file,1
gnutls_certificate_set_openpgp_key_file->gnutls_certificate_set_openpgp_key_file2,1
gnutls_certificate_set_openpgp_key_file2->gnutls_certificate_set_openpgp_keyring_file,1
gnutls_certificate_set_openpgp_keyring_file->gnutls_certificate_set_params_function,1
gnutls_certificate_set_params_function->gnutls_certificate_set_verify_function,1
gnutls_certificate_set_x509_crl_file->gnutls_certificate_set_x509_key_file,1
gnutls_certificate_set_x509_key_file->gnutls_certificate_set_x509_trust_file,1
gnutls_certificate_set_x509_trust_file->gnutls_certificate_type_get,1
gnutls_cipher_list->gnutls_cipher_suite_get_name,1
gnutls_cipher_suite_get_name->gnutls_cipher_suite_info,1
gnutls_credentials_set->gnutls_db_set_ptr,1
gnutls_db_set_ptr->gnutls_db_set_remove_function,1
gnutls_db_set_remove_function->gnutls_db_set_retrieve_function,1
gnutls_db_set_retrieve_function->gnutls_db_set_store_function,1
gnutls_db_set_store_function->gnutls_deinit,1
gnutls_dh_params_export_pkcs3->gnutls_dh_params_generate2,1
gnutls_digest_list->gnutls_dtls_cookie_send,1
gnutls_dtls_cookie_send->gnutls_dtls_cookie_verify,1
gnutls_dtls_cookie_verify->gnutls_dtls_prestate_set,1
gnutls_dtls_prestate_set->gnutls_dtls_set_mtu,1
gnutls_dtls_set_mtu->gnutls_ecc_curve_get,1
gnutls_free->gnutls_global_init,1
gnutls_global_init->gnutls_global_set_audit_log_function,1
gnutls_global_set_audit_log_function->gnutls_global_set_log_function,1
gnutls_handshake->gnutls_handshake_set_private_extensions,1
gnutls_handshake_set_private_extensions->gnutls_heartbeat_enable,1
gnutls_init->gnutls_key_generate,1
gnutls_key_generate->gnutls_kx_get,1
gnutls_openpgp_crt_print->gnutls_pk_algorithm_get_name,1
gnutls_protocol_list->gnutls_psk_allocate_server_credentials,1
gnutls_psk_allocate_server_credentials->gnutls_psk_client_get_hint,1
gnutls_psk_server_get_username->gnutls_psk_set_server_credentials_file,1
gnutls_psk_set_server_credentials_file->gnutls_psk_set_server_credentials_hint,1
gnutls_psk_set_server_credentials_hint->gnutls_psk_set_server_params_function,1
gnutls_psk_set_server_params_function->gnutls_record_recv,1
gnutls_record_recv->gnutls_record_recv_seq,1
gnutls_record_recv_seq->gnutls_record_send,1
gnutls_record_send_range->gnutls_record_set_timeout,1
gnutls_safe_renegotiation_status->gnutls_sec_param_to_pk_bits,1
gnutls_session_get_id->gnutls_session_get_ptr,1
gnutls_session_get_ptr->gnutls_session_is_resumed,1
gnutls_session_is_resumed->gnutls_session_set_ptr,1
gnutls_session_set_ptr->gnutls_session_ticket_enable_server,1
gnutls_session_ticket_enable_server->gnutls_session_ticket_key_generate,1
gnutls_session_ticket_key_generate->gnutls_sign_algorithm_get,1
gnutls_sign_list->gnutls_srp_allocate_server_credentials,1
gnutls_srp_allocate_server_credentials->gnutls_srp_server_get_username,1
gnutls_srp_server_get_username->gnutls_srp_set_server_credentials_file,1
gnutls_srp_set_server_credentials_file->gnutls_srtp_get_profile_name,1
gnutls_srtp_get_selected_profile->gnutls_srtp_set_profile_direct,1
gnutls_srtp_set_profile_direct->gnutls_strerror,1
gnutls_strerror->gnutls_transport_set_errno,1
gnutls_transport_set_errno->gnutls_transport_set_int2,1
gnutls_transport_set_int2->gnutls_transport_set_ptr,1
gnutls_x509_crt_init->gnutls_x509_crt_print,1
gnutls_x509_crt_print->CreateEventA,1
getpeername->getservbyname,1
recv->recvfrom,1
WriteConsoleW->OutputDebugStringW,1
OutputDebugStringW->GetConsoleCP,1
WideCharToMultiByte->EnterCriticalSection,1
DecodePointer->GetStringTypeW,1
GetFileAttributesW->SetEndOfFile,1
SetEndOfFile->SetFilePointerEx,1
SetFilePointerEx->CloseHandle,1
DeviceIoControl->GetModuleHandleA,1
AreFileApisANSI->LocalFree,1
FormatMessageA->HeapFree,1
RtlUnwind->GetCommandLineW,1
HeapAlloc->UnhandledExceptionFilter,1
IsProcessorFeaturePresent->GetDateFormatW,1
GetProcessHeap->IsDebuggerPresent,1
IsDebuggerPresent->ReadFile,1
ReadFile->GetConsoleMode,1
ReadConsoleW->GetCurrentThreadId,1
GetCurrentThreadId->SetStdHandle,1
HeapReAlloc->GetTimeZoneInformation,1
GetTimeZoneInformation->LoadLibraryExW,1
LoadLibraryExW->SetEnvironmentVariableA,1
SetEnvironmentVariableA->MessageBoxW,1
MessageBoxW->CommandLineToArgvW,1
gimp_drawable_update->gimp_image_get_active_layer,1
gimp_image_get_active_layer->gimp_image_insert_layer,1
gimp_item_set_name->gimp_layer_add_alpha,1
gimp_layer_copy->gimp_layer_get_lock_alpha,1
gimp_progress_init->gimp_progress_init_printf,1
gimp_frame_new->gimp_hint_box_new,1
gimp_hint_box_new->gimp_int_adjustment_update,1
gdk_event_request_motions->gdk_window_set_cursor,1
gdk_window_set_cursor->g_free,1
g_free->g_idle_add_full,1
g_idle_add_full->g_log,1
g_malloc_n->g_realloc,1
g_realloc->g_source_remove,1
g_source_remove->g_strdup_printf,1
g_strdup_printf->g_object_bind_property,1
g_object_bind_property->g_object_ref,1
g_type_check_instance_cast->gtk_aspect_frame_new,1
gtk_dialog_set_alternative_button_order->gtk_dialog_set_response_sensitive,1
gtk_dialog_set_response_sensitive->gtk_frame_get_type,1
gtk_label_new_with_mnemonic->gtk_main,1
gtk_notebook_set_tab_pos->gtk_table_attach,1
gtk_widget_hide->gtk_widget_set_size_request,1
gimp_dialog_run->gimp_float_adjustment_update,1
gimp_float_adjustment_update->gimp_int_adjustment_update,1
g_log->g_try_malloc,1
g_try_malloc->g_signal_connect_data,1
gimp_radio_button_update->gimp_size_entry_attach_label,1
gimp_size_entry_set_resolution->gimp_size_entry_set_unit,1
g_free->g_malloc_n,1
gtk_table_set_col_spacing->gtk_widget_destroy,1
CryptAcquireContextW->CryptDeriveKey,1
CryptDeriveKey->CryptReleaseContext,1
CryptReleaseContext->CryptGetProvParam,1
CryptGetProvParam->CryptImportKey,1
CryptImportKey->CryptCreateHash,1
CryptCreateHash->CryptDestroyKey,1
CryptDestroyKey->CryptDestroyHash,1
CryptHashData->CloseHandle,1
HeapSetInformation->LocalAlloc,1
ReadFile->FormatMessageW,1
FormatMessageW->GetConsoleWindow,1
GetConsoleWindow->WideCharToMultiByte,1
GetModuleHandleW->GetFileSize,1
GetFileSize->MultiByteToWideChar,1
MultiByteToWideChar->TerminateProcess,1
QueryPerformanceCounter->RtlVirtualUnwind,1
SetUnhandledExceptionFilter->__C_specific_handler,1
_fmode->?terminate@@YAXXZ,1
_XcptFilter->_iob,1
_iob->_vsnwprintf,1
fprintf->vfwprintf,1
_wcsicmp->_commode,1
memset->DialogBoxParamW,1
DialogBoxParamW->GetWindowLongPtrW,1
GetWindowLongPtrW->EndDialog,1
SendDlgItemMessageW->LoadStringW,1
LoadStringW->SetWindowLongPtrW,1
SetWindowLongPtrW->GetDlgItemTextW,1
SetDlgItemTextW->CertOIDToAlgId,1
CertOIDToAlgId->CertOpenStore,1
CertOpenStore->CertFreeCertificateContext,1
CertCloseStore->CertEnumCertificatesInStore,1
CertEnumCertificatesInStore->CertComparePublicKeyInfo,1
CertComparePublicKeyInfo->CertSetCertificateContextProperty,1
CertSetCertificateContextProperty->PFXExportCertStoreEx,1
PFXExportCertStoreEx->CryptExportPublicKeyInfo,1
CryptExportPublicKeyInfo->CryptUIWizExport,1
CryptUIWizExport->UuidCreate,1
utCalloc->utFree,1
utFree->?uiwCheckPushd@@YAPEAD_N@Z,1
?uiwCheckPushd@@YAPEAD_N@Z->?uiwCheckPopd@@YAXPEAD@Z,1
?uiwCheckPopd@@YAXPEAD@Z->?uiwStartUserProcess@@YAPEAXPEBDGQEAPEAX1AEAPEAXPEAD3@Z,1
?uiwStartUserProcess@@YAPEAXPEBDGQEAPEAX1AEAPEAXPEAD3@Z->WNetCancelConnectionA,1
WNetCancelConnectionA->WNetAddConnection2A,1
WNetAddConnection2A->?generic_category@system@boost@@YAAEBVerror_category@12@XZ,1
EncodePointer->TerminateJobObject,1
TerminateJobObject->WaitForMultipleObjects,1
WaitForMultipleObjects->GetExitCodeProcess,1
TerminateProcess->OpenEventA,1
OpenEventA->GetLastError,1
CloseHandle->??_7?$basic_ios@DU?$char_traits@D@std@@@std@@6B@,1
??_7?$basic_ios@DU?$char_traits@D@std@@@std@@6B@->?id@?$ctype@D@std@@2V0locale@2@A,1
?id@?$ctype@D@std@@2V0locale@2@A->??_7ios_base@std@@6B@,1
??_7ios_base@std@@6B@->??0_Lockit@std@@QEAA@H@Z,1
?_Getgloballocale@locale@std@@CAPEAV_Locimp@12@XZ->?_Getcat@?$ctype@D@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z,1
?_Getcat@?$ctype@D@std@@SA_KPEAPEBVfacet@locale@2@PEBV42@@Z->?_Syserror_map@std@@YAPEBDH@Z,1
?_Winerror_map@std@@YAPEBDH@Z->?getloc@ios_base@std@@QEBA?AVlocale@2@XZ,1
?getloc@ios_base@std@@QEBA?AVlocale@2@XZ->?_Ios_base_dtor@ios_base@std@@CAXPEAV12@@Z,1
??1?$basic_streambuf@DU?$char_traits@D@std@@@std@@UEAA@XZ->?sgetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ,1
?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAA_JPEBD_J@Z->?_Pninc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAPEADXZ,1
?_Pninc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAPEADXZ->??1?$basic_ios@DU?$char_traits@D@std@@@std@@UEAA@XZ,1
??1?$basic_ios@DU?$char_traits@D@std@@@std@@UEAA@XZ->?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QEAAXH_N@Z,1
?setstate@?$basic_ios@DU?$char_traits@D@std@@@std@@QEAAXH_N@Z->?_Osfx@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAXXZ,1
?flush@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@XZ->?_Ipfx@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA_N_N@Z,1
?_Ipfx@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA_N_N@Z->??0?$basic_iostream@DU?$char_traits@D@std@@@std@@QEAA@PEAV?$basic_streambuf@DU?$char_traits@D@std@@@1@@Z,1
??0?$basic_iostream@DU?$char_traits@D@std@@@std@@QEAA@PEAV?$basic_streambuf@DU?$char_traits@D@std@@@1@@Z->??1?$basic_iostream@DU?$char_traits@D@std@@@std@@UEAA@XZ,1
??1?$basic_iostream@DU?$char_traits@D@std@@@std@@UEAA@XZ->?_Lock@?$basic_streambuf@DU?$char_traits@D@std@@@std@@UEAAXXZ,1
?imbue@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAXAEBVlocale@2@@Z->?setbuf@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAPEAV12@PEAD_J@Z,1
?uflow@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAHXZ->?xsgetn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JPEAD_J@Z,1
?_BADOFF@std@@3_JB->_XcptFilter,1
__crtSetUnhandledExceptionFilter->_purecall,1
??3@YAXPEAX@Z->atoi,1
??0bad_cast@std@@QEAA@PEBD@Z->_hypot,1
_hypot->??0bad_cast@std@@QEAA@AEBV01@@Z,1
_onexit->_commode,1
_commode->_amsg_exit,1
_fmode->?_type_info_dtor_internal_method@type_info@@QEAAXXZ,1
gimp_drawable_width->gimp_get_default_comment,1
gimp_get_default_comment->gimp_image_attach_parasite,1
gimp_image_attach_parasite->gimp_image_crop,1
gimp_image_crop->gimp_image_delete,1
gimp_image_duplicate->gimp_image_get_colormap,1
gimp_image_get_parasite->gimp_image_height,1
gimp_register_save_handler->gimp_data_directory,1
gimp_int_adjustment_update->gimp_toggle_button_update,1
gimp_toggle_button_update->g_ascii_table,1
g_ascii_toupper->g_build_filename,1
g_build_filename->g_file_error_from_errno,1
g_malloc->g_printerr,1
g_strndup->g_object_bind_property,1
g_type_check_instance_cast->gtk_adjustment_set_value,1
gtk_builder_new->gtk_combo_box_get_active_iter,1
gtk_combo_box_get_active_iter->gtk_combo_box_get_model,1
gtk_combo_box_get_type->gtk_combo_box_set_active_iter,1
gtk_combo_box_set_active_iter->gtk_dialog_add_buttons,1
gtk_dialog_add_buttons->gtk_dialog_get_type,1
gtk_dialog_set_alternative_button_order->gtk_list_store_append,1
gtk_list_store_set->gtk_message_dialog_format_secondary_text,1
gtk_message_dialog_new->gtk_spin_button_get_adjustment,1
gtk_spin_button_get_type->gtk_text_buffer_delete,1
gtk_text_buffer_delete->gtk_text_buffer_get_bounds,1
gtk_text_buffer_get_end_iter->gtk_text_buffer_get_iter_at_offset,1
gtk_text_buffer_get_iter_at_offset->gtk_text_buffer_get_text,1
gtk_text_view_get_type->gtk_toggle_button_get_type,1
gtk_tree_model_get->gtk_tree_model_get_type,1
gtk_tree_model_iter_nth_child->gtk_widget_destroy,1
gtk_widget_get_type->gtk_widget_set_sensitive,1
GetAce->GetSecurityDescriptorDacl,1
GetSecurityDescriptorDacl->RegQueryValueExA,1
RegOpenKeyExA->GetSecurityInfo,1
GetSecurityInfo->IsValidSid,1
IsValidSid->RegCloseKey,1
RegCloseKey->GetExplicitEntriesFromAclA,1
GetExplicitEntriesFromAclA->GetNamedSecurityInfoW,1
GetNamedSecurityInfoW->ConvertStringSecurityDescriptorToSecurityDescriptorW,1
ConvertStringSecurityDescriptorToSecurityDescriptorW->IsValidSecurityDescriptor,1
IsValidSecurityDescriptor->GetSecurityDescriptorGroup,1
GetSecurityDescriptorGroup->RegSetValueExW,1
RegSetValueExW->SetSecurityDescriptorSacl,1
SetSecurityDescriptorSacl->GetSecurityDescriptorSacl,1
GetSecurityDescriptorSacl->GetSecurityDescriptorOwner,1
SetSecurityDescriptorOwner->InitializeSecurityDescriptor,1
InitializeSecurityDescriptor->RegCreateKeyExW,1
RegCreateKeyExW->MapGenericMask,1
MapGenericMask->SetSecurityDescriptorGroup,1
SetSecurityDescriptorGroup->RegQueryValueExW,1
LookupPrivilegeValueA->GetTokenInformation,1
OpenProcessToken->GetTraceEnableLevel,1
GetTraceEnableLevel->RegisterTraceGuidsA,1
TraceEvent->GetTraceLoggerHandle,1
GetTraceLoggerHandle->GetTraceEnableFlags,1
GetTraceEnableFlags->IsTextUnicode,1
IsTextUnicode->MakeSelfRelativeSD,1
MakeSelfRelativeSD->GetSidLengthRequired,1
GetSidLengthRequired->SetSecurityInfo,1
SetSecurityInfo->MakeAbsoluteSD,1
MakeAbsoluteSD->LookupAccountSidW,1
LookupAccountSidW->GetSecurityDescriptorLength,1
GetSecurityDescriptorLength->SetNamedSecurityInfoW,1
SetNamedSecurityInfoW->SetSecurityDescriptorDacl,1
SetSecurityDescriptorDacl->LookupAccountNameW,1
LookupAccountNameW->GetSecurityDescriptorControl,1
GetSecurityDescriptorControl->GetSidSubAuthorityCount,1
GetSidSubAuthorityCount->SetEntriesInAclA,1
SetEntriesInAclA->GetSidSubAuthority,1
GetSidSubAuthority->IsValidAcl,1
IsValidAcl->GetSidIdentifierAuthority,1
GetSidIdentifierAuthority->ControlService,1
ControlService->QueryServiceConfigA,1
QueryServiceConfigA->OpenSCManagerA,1
QueryServiceStatus->ChangeServiceConfigA,1
ChangeServiceConfigA->StartServiceA,1
CreateServiceW->SetThreadPriority,1
TerminateThread->VirtualAllocEx,1
VirtualAllocEx->CreateRemoteThread,1
CreateRemoteThread->Module32NextW,1
Module32FirstW->OpenThread,1
OpenThread->Process32FirstW,1
Process32FirstW->Thread32Next,1
Thread32Next->GetExitCodeProcess,1
ReadProcessMemory->Thread32First,1
Thread32First->CreateFileA,1
SuspendThread->CreateMutexW,1
CreateMutexW->CreateFileMappingW,1
CreateEventW->ReleaseMutex,1
ExpandEnvironmentStringsW->WaitNamedPipeA,1
SetNamedPipeHandleState->LoadLibraryExA,1
LoadLibraryExA->ReadConsoleW,1
ReadConsoleW->CreateMutexA,1
CreateMutexA->OpenSemaphoreA,1
OpenSemaphoreA->CreateSemaphoreA,1
CreateSemaphoreA->HeapSetInformation,1
HeapSetInformation->SetUnhandledExceptionFilter,1
LocalAlloc->GetProcAddress,1
GetProcAddress->SwitchToThread,1
SwitchToThread->GetCurrentProcessId,1
GetCurrentProcessId->DeviceIoControl,1
DeviceIoControl->OpenEventA,1
OpenEventA->ProcessIdToSessionId,1
ProcessIdToSessionId->OpenMutexA,1
OpenMutexA->SetLastError,1
GetModuleFileNameW->Sleep,1
Sleep->GetLocaleInfoW,1
OpenProcess->GetTickCount,1
GetModuleHandleW->GetSystemDefaultLCID,1
GetSystemDefaultLCID->WaitForSingleObject,1
WaitForSingleObject->GetFullPathNameW,1
GetFullPathNameW->CloseHandle,1
LockResource->RaiseException,1
RaiseException->SizeofResource,1
CompareStringW->VirtualFreeEx,1
VirtualFreeEx->GetCommandLineW,1
RtlPcToFileHeader->IsValidCodePage,1
LeaveCriticalSection->RtlCaptureContext,1
LoadLibraryW->LCMapStringEx,1
LCMapStringEx->GetConsoleCP,1
FlushFileBuffers->InitializeCriticalSectionEx,1
HeapDestroy->FindFirstFileW,1
InitializeCriticalSection->FindClose,1
FindClose->FormatMessageA,1
GetConsoleScreenBufferInfo->GetDriveTypeW,1
GetDriveTypeW->GetFileAttributesW,1
GetFileAttributesW->LoadLibraryA,1
GetSystemInfo->QueryPerformanceFrequency,1
QueryPerformanceFrequency->GetFileSize,1
ReadFile->MapViewOfFile,1
OpenFileMappingA->PeekNamedPipe,1
CreatePipe->lstrlenW,1
lstrlenW->SetEvent,1
CreateEventA->ResetEvent,1
GetUserDefaultUILanguage->CreateProcessW,1
CreateProcessW->WaitForMultipleObjects,1
WaitForMultipleObjects->DuplicateHandle,1
DuplicateHandle->WriteProcessMemory,1
WriteProcessMemory->SetErrorMessageModule,1
GetErrorMessageModule->CoInitializeEx,1
CLSIDFromString->CoInitialize,1
SysAllocString->GetModuleBaseNameW,1
GetModuleBaseNameW->SetupDiGetClassRegistryPropertyA,1
SetupDiGetClassRegistryPropertyA->SetupDiSetClassRegistryPropertyA,1
SetupDiSetClassRegistryPropertyA->PathAddBackslashW,1
PathAddBackslashW->PathAppendW,1
PathAppendW->SHCreateStreamOnFileW,1
SHCreateStreamOnFileW->PathRemoveFileSpecW,1
PathRemoveFileSpecW->PdhLookupPerfNameByIndexW,1
PdhLookupPerfNameByIndexW->CreateXmlReader,1
gimp_drawable_is_rgb->gimp_drawable_offsets,1
gimp_drawable_offsets->gimp_image_crop,1
gimp_image_crop->gimp_image_get_active_layer,1
gimp_image_get_active_layer->gimp_image_height,1
gimp_image_height->gimp_image_resize,1
gimp_image_resize->gimp_image_undo_group_end,1
gimp_image_undo_group_start->gimp_image_width,1
gimp_install_procedure->gimp_layer_resize,1
gimp_pixel_rgn_get_col->gimp_pixel_rgn_get_pixel,1
RegCloseKey->RegOpenKeyA,1
RegOpenKeyA->RegQueryValueA,1
GetEnvironmentStrings->GetExitCodeProcess,1
LocalFree->MoveFileA,1
OpenProcess->OpenSemaphoreA,1
WriteFile->lstrcatA,1
lstrlenA->CharLowerBuffA,1
CharLowerBuffA->EnumThreadWindows,1
LeaveCriticalSection->TransactNamedPipe,1
TransactNamedPipe->ReadFile,1
CreateFileW->DisconnectNamedPipe,1
DisconnectNamedPipe->GetLastError,1
ResetEvent->GetFileType,1
GetFileType->SetNamedPipeHandleState,1
SetNamedPipeHandleState->DeleteCriticalSection,1
CloseHandle->GetCurrentProcessId,1
CreateThread->VerSetConditionMask,1
VerifyVersionInfoW->LocalAlloc,1
LocalAlloc->SleepConditionVariableCS,1
SleepConditionVariableCS->InitializeCriticalSection,1
DecodePointer->PeekNamedPipe,1
PeekNamedPipe->OpenProcess,1
OpenProcess->GetOverlappedResult,1
GetOverlappedResult->FlushFileBuffers,1
FlushFileBuffers->CreateNamedPipeA,1
CreateNamedPipeA->WaitForMultipleObjects,1
WaitForMultipleObjects->FreeLibrary,1
FreeLibrary->WideCharToMultiByte,1
WideCharToMultiByte->InitializeConditionVariable,1
InitializeConditionVariable->LoadLibraryA,1
LoadLibraryA->WakeAllConditionVariable,1
WakeAllConditionVariable->WakeConditionVariable,1
WakeConditionVariable->GetCommandLineA,1
Sleep->WriteFile,1
WriteFile->WaitNamedPipeW,1
WaitNamedPipeW->ReadConsoleW,1
ReadConsoleW->WriteConsoleW,1
SetStdHandle->CreateNamedPipeW,1
CreateNamedPipeW->GetModuleHandleW,1
GetModuleHandleW->ConnectNamedPipe,1
ConnectNamedPipe->SetEvent,1
GetCurrentProcess->InitializeCriticalSectionEx,1
InitializeCriticalSectionEx->SetFilePointerEx,1
MultiByteToWideChar->TlsAlloc,1
TlsFree->CreateSemaphoreA,1
CreateSemaphoreA->GetCurrentThread,1
GetCurrentThread->EncodePointer,1
EncodePointer->HeapFree,1
IsProcessorFeaturePresent->GetCommandLineW,1
GetCommandLineW->RtlPcToFileHeader,1
GetModuleFileNameW->RtlCaptureContext,1
GetStringTypeW->GetConsoleCP,1
GetConsoleCP->CreateMutexW,1
CreateMutexW->TranslateMessage,1
GetMessageA->ConvertStringSecurityDescriptorToSecurityDescriptorA,1
ConvertStringSecurityDescriptorToSecurityDescriptorA->GetTokenInformation,1
OpenThreadToken->ConvertSidToStringSidA,1
ConvertSidToStringSidA->SHGetFileInfoW,1
gimp_hsv_to_rgb_int->gimp_rgb_to_hsv_int,1
g_malloc->g_random_double,1
g_random_double->g_random_int_range,1
g_random_int_range->g_signal_connect_data,1
